timeSec,x,y
0.00,-1,-1
0.04,-1,-1
0.08,-1,-1
0.13,-1,-1
0.17,-1,-1
0.21,-1,-1
0.25,-1,-1
0.29,-1,-1
0.33,-1,-1
0.38,-1,-1
0.42,-1,-1
0.46,-1,-1
0.50,-1,-1
0.54,-1,-1
0.58,-1,-1
0.63,-1,-1
0.67,-1,-1
0.75,-1,-1
0.83,-1,-1
